Satellite Name,Country,Operator,Purpose,Orbit Class,Launch Date,Expected Lifetime,Launch Mass (kg.)
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",USA,US Navy,Communications,GEO,1996-07-25,4.0,3200.0
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",USA,US Navy,Communications,GEO,1998-03-16,4.0,3206.0
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",United Kingdom,UK/DMC International Imaging (DMCII),Earth Observation,LEO,2009-07-29,5.0,96.5
UKube-1 (UK Cubesat 1),United Kingdom,UK Space Agency,Technology Development,LEO,2014-07-08,10.0,3.0
UNIFORM 1  (UNiversity International FORmation Mission 1),Japan,Wakayama University (UNIFORM consortium),Earth Observation,LEO,2014-05-24,10.0,50.0
UWE-3 (University of Würzburg Experimental Satellite 3),Germany,University of Würzburg,Communications,LEO,2013-11-21,10.0,1.0
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",USA,NASA/Johns Hopkins University Applied Physics Laboratory,Earth Observation,Elliptical,2012-08-30,10.0,647.6
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",USA,NASA/Johns Hopkins University Applied Physics Laboratory,Earth Observation,Elliptical,2012-08-30,10.0,666.0
Velox 1,Singapore,Nanyang Technological University,Technology Development,LEO,2014-06-30,10.0,4.0
Velox 2,Singapore,Nanyang Technological University,Technology Development,LEO,2015-12-16,10.0,13.0
Velox C1,Singapore,Nanyang Technological University,Technology Development,LEO,2015-12-16,10.0,123.0
VeneSat 1 (Simon Bolivar),Venezuela,Ministry of Science and Technology,Communications,GEO,2008-10-29,15.0,5100.0
Vesselsat-1,USA,ORBCOMM Inc.,Communications,LEO,2011-10-12,10.0,28.7
Vesselsat-2,USA,ORBCOMM Inc.,Communications,LEO,2012-01-09,10.0,29.0
ViaSat-1,USA,"ViaSat, Inc.",Communications,GEO,2011-10-19,15.0,6740.0
Vinasat 1,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Communications,GEO,2008-04-18,15.0,2600.0
Vinasat 2,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Communications,GEO,2012-05-15,15.0,2970.0
VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Earth Observation,LEO,2013-05-07,5.0,115.0
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",Venezuela,Bolivarian Agency for Space Activities,Earth Observation,LEO ,2012-09-28,5.0,880.0
"Wideband Global Satcom 1 (WGS-1, USA 195)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2007-10-11,10.0,5900.0
"Wideband Global Satcom 2 (WGS-2, USA 204)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2009-04-04,10.0,5987.0
"Wideband Global Satcom 3 (WGS-3, USA 211)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2009-12-06,10.0,5990.0
"Wideband Global Satcom 4 (WGS-4, USA 233)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2012-01-20,10.0,5990.0
"Wideband Global Satcom 5 (WGS-5, USA 243)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2013-05-25,10.0,5990.0
"Wideband Global Satcom 6 (WGS-6, USA 244)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2013-08-08,10.0,5990.0
"Wideband Global Satcom 7 (WGS-7, USA 263)",USA,Military Satellite Communications - US Air Force,Communications,GEO,2015-07-24,10.0,5990.0
WildBlue 1,USA,WildBlue Communications,Communications,GEO,2006-12-08,12.0,4735.0
WNISat-1 Weather News Inc. Satellite 1),Japan,"Weathernews, Inc.",Earth Observation,LEO,2013-11-21,2.0,10.0
Worldview 1,USA,DigitalGlobe Corporation,Earth Observation,LEO,2007-09-18,7.25,4500.0
Worldview 2,USA,DigitalGlobe Corporation,Earth Observation,LEO,2009-10-08,10.0,2800.0
Worldview 3,USA,DigitalGlobe Corporation,Earth Observation,LEO,2014-08-13,10.0,2800.0
Wren,Germany,StaKoDo UG,Technology Development,LEO,2013-11-21,10.0,2.5
X37-B OTV-4 (USA 261),USA,US Air Force,Technology Development,LEO,2015-05-20,10.0,4990.0
XC-1 (Xingchen 1),China,National University of Defense Technology,Technology Development,LEO,2015-09-19,10.0,1.0
XC-2 (Xingchen 2),China,National University of Defense Technology,Technology Development,LEO,2015-09-19,10.0,1.0
XC-3 (Xingchen 3),China,National University of Defense Technology,Technology Development,LEO,2015-09-19,10.0,1.0
XC-4 (Xingchen 4),China,National University of Defense Technology,Technology Development,LEO,2015-09-19,10.0,1.0
Xinyan 1 (XY-1),China,DFH Satellite,Technology Development,LEO,2012-11-18,10.0,1200.0
XM Radio 3 (Rhythm),USA,XM Satellite Radio USA,Communications,GEO,2005-03-01,15.0,4703.0
XM Radio 4 (Blues),USA,XM Satellite Radio USA,Communications,GEO,2006-10-30,15.0,5193.0
XMM Newton (High Throughput X-ray Spectroscopy Mission),ESA,European Space Operations Centre (ESOC),Space Science,Elliptical,1999-12-10,2.0,3764.0
X-Sat,Singapore,Centre for Research in Satellite Technology (CREST),Earth Observation,LEO,2011-04-20,3.0,91.0
XTAR-EUR,Spain,Ministry of Defense/XTAR,Communications,GEO,2005-02-12,15.0,3631.0
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",China,DFH Satellite/AMSAT-China,Communications,LEO,2009-12-15,10.0,60.0
XW-2A (CAS-3A),China,Chinese Amateur Satellite (CAMSAT),Communications,LEO,2015-09-19,10.0,25.0
XW-2B (CAS-3B),China,Chinese Amateur Satellite (CAMSAT),Communications,LEO,2015-09-19,10.0,10.0
XW-2C (CAS-3C),China,Chinese Amateur Satellite (CAMSAT),Communications,LEO,2015-09-19,10.0,10.0
XW-2D (CAS-3D),China,Chinese Amateur Satellite (CAMSAT),Communications,LEO,2015-09-19,10.0,10.0
XW-2E (CAS-3E),China,Chinese Amateur Satellite (CAMSAT),Communications,LEO,2015-09-19,10.0,2.0
XW-2F (CAS-3F),China,Chinese Amateur Satellite (CAMSAT),Communications,LEO,2015-09-19,10.0,2.0
Yahsat-1A (Y1A),United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Communications,GEO,2011-04-22,15.0,5953.0
Yahsat-1B (Y1B),United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Communications,GEO,2012-04-23,10.0,6000.0
Yamal-202 ,Russia,Gazprom Space Systems,Communications,GEO,2003-11-24,12.0,1320.0
Yamal-300K,Russia,Gaxprom Space Systems,Communications,GEO,2012-11-02,10.0,1640.0
Yamal-401,Russia,Gazprom Space Systems,Communications,GEO,2014-12-15,15.0,2976.0
Yamal-402,Russia,Gazprom Space Systems,Communications,GEO,2012-12-08,11.0,4463.0
Yaogan 10 (Remote Sensing Satellite 10),China,People's Liberation Army (C41),Earth Observation,LEO,2010-08-09,10.0,1200.0
Yaogan 11 (Remote Sensing Satellite 11),China,People's Liberation Army (C41),Earth Observation,LEO,2010-09-22,10.0,1200.0
Yaogan 12 (Remote Sensing Satellite 12),China,People's Liberation Army (C41),Earth Observation,LEO,2011-11-09,10.0,1200.0
Yaogan 13 (Remote Sensing Satellite 13),China,People's Liberation Army (C41),Earth Observation,LEO,2011-11-29,10.0,1200.0
Yaogan 14 (Remote Sensing Satellite 14),China,People's Liberation Army (C41),Earth Observation,LEO,2012-05-10,10.0,1200.0
Yaogan 15 (Remote Sensing Satellite 15),China,People's Liberation Army (C41),Earth Observation,LEO,2012-05-29,10.0,1040.0
"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",China,People's Liberation Army (C41),Earth Observation,LEO,2012-11-25,10.0,1200.0
Yaogan 16B (Remote Sensing Satellite 16B),China,People's Liberation Army (C41),Earth Observation,LEO,2012-11-25,10.0,1200.0
Yaogan 16C (Remote Sensing Satlelite 16C),China,People's Liberation Army (C41),Earth Observation,LEO,2012-11-25,10.0,1200.0
"Yaogan 17A (Remote Sensing Satellite 17A, Yaogan Weixing 17)",China,People's Liberation Army (C41),Earth Observation,LEO,2013-09-01,10.0,1200.0
Yaogan 17B (Remote Sensing Satellite 17B),China,People's Liberation Army (C41),Earth Observation,LEO,2013-09-01,10.0,1200.0
Yaogan 17C (Remote Sensing Satellite 17C),China,People's Liberation Army (C41),Earth Observation,LEO,2013-09-01,10.0,1200.0
Yaogan 18 (Remote Sensing Satellite 18),China,People's Liberation Army (C41),Earth Observation,LEO,2013-10-29,10.0,1200.0
Yaogan 19 (Remote Sensing Satellite 19),China,People's Liberation Army (C41),Earth Observation,LEO,2013-11-20,10.0,1200.0
Yaogan 20A (Remote Sensing Satellite 20A),China,People's Liberation Army (C41),Earth Observation,LEO,2014-08-09,10.0,1200.0
Yaogan 20B (Remote Sensing Satellite 20B),China,People's Liberation Army (C41),Earth Observation,LEO,2014-08-09,10.0,1200.0
Yaogan 20C (Remote Sensing Satellite 20C),China,People's Liberation Army (C41),Earth Observation,LEO,2014-08-09,10.0,1200.0
Yaogan 21 (Remote Sensing Satellite 21),China,People's Liberation Army (C41),Earth Observation,LEO,2014-09-08,10.0,1200.0
Yaogan 22 (Remote Sensing Satellite 22),China,People's Liberation Army (C41),Earth Observation,LEO,2014-10-20,10.0,1200.0
Yaogan 23 (Remote Sensing Satellite 23),China,People's Liberation Army (C41),Earth Observation,LEO,2014-11-14,10.0,1200.0
Yaogan 24 (Remote Sensing Satellite 24),China,People's Liberation Army (C41),Earth Observation,LEO,2014-11-20,10.0,1200.0
Yaogan 25A (Remote Sensing Satellite 25A),China,People's Liberation Army (C41),Earth Observation,LEO,2014-12-10,10.0,1200.0
Yaogan 25B (Remote Sensing Satellite 25B),China,People's Liberation Army (C41),Earth Observation,LEO,2014-12-10,10.0,1200.0
Yaogan 25C (Remote Sensing Satellite 25C),China,People's Liberation Army (C41),Earth Observation,LEO,2014-12-10,10.0,1200.0
Yaogan 26 (Remote Sensing Satellite 26),China,People's Liberation Army (C41),Earth Observation,LEO,2014-12-27,10.0,1200.0
Yaogan 27 (Remote Sensing Satellite 27),China,People's Liberation Army (C41),Earth Observation,LEO,2015-08-27,10.0,1200.0
Yaogan 28 (Remote Sensing Satellite 28),China,People's Liberation Army (C41),Earth Observation,LEO,2015-11-08,10.0,1040.0
Yaogan 29 (Remote Sensing Satellite 29),China,People's Liberation Army (C41),Earth Observation,LEO,2015-11-26,10.0,1040.0
Yaogan 30 (Remote Sensing Satellite 30),China,People's Liberation Army (C41),Earth Observation,LEO,2016-05-15,10.0,2700.0
Yaogan 4 (Remote Sensing Satellite 4),China,People's Liberation Army (C41),Earth Observation,LEO,2008-12-01,10.0,2700.0
"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",China,People's Liberation Army (C41),Earth Observation,LEO,2009-04-22,10.0,1800.0
Yaogan 7 (Remote Sensing Satellite 7),China,People's Liberation Army (C41),Earth Observation,LEO,2009-12-09,10.0,2700.0
Yaogan 8 (Remote Sensing Satellite 8),China,People's Liberation Army (C41),Earth Observation,LEO,2009-12-15,10.0,1200.0
Yaogan 9A (Remote Sensing Satellite 9A),China,People's Liberation Army (C41),Earth Observation,LEO,2010-03-05,10.0,1200.0
Yaogan 9B (Remote Sensing Satellite 9B),China,People's Liberation Army (C41),Earth Observation,LEO,2010-03-05,10.0,1200.0
Yaogan 9C (Remote Sensing Satellite 9C),China,People's Liberation Army (C41),Earth Observation,LEO,2010-03-05,10.0,1200.0
Youthsat,India,Indian Space Research Organization (ISRO),Space Science,LEO,2011-04-20,2.0,92.0
"Yubileiny (Jubilejnyj, Radio Sputnik 30 (RS-30))",Russia,Research Laboratory of Aerospace Technology (NILAKT ROSTO),Technology Development,LEO,2008-05-23,10.0,45.0
ZACube-1 (TshepisoSat),South Africa,Cape Peninsula University of Technology,Technology Development,LEO,2013-11-21,10.0,1.0
"Zhangguo Ziyuan 2C (ZY-2C, JB-3C)",China,Chinese Academy of Space Technology,Earth Observation,LEO,2004-11-04,3.0,1200.0
"Zheda Pixing 1B (ZP-1B, Zhejiang University-1B)",China,Zhejiang University,Space Science,LEO,2010-09-22,10.0,3.5
"Zheda Pixing 1C (ZP-1C, Zhejiang University-1B",China,Zhejiang University,Space Science,LEO,2010-09-22,10.0,3.5
"Zheda Pixing 2A (ZP-2A, ZDP-2A)",China,Zhejiang University,Technology Development,LEO,2015-09-19,10.0,12.0
"Zheda Pixing 2B (ZP-2B, ZDP-2B)",China,Zhejiang University,Technology Development,LEO,2015-09-19,10.0,12.0
"Zhongxing 10 (XZ-10, Chinasat 10)",China,China Satellite Communication Corp. (China Satcom),Communications,GEO,2011-06-20,15.0,5000.0
"Zhongxing 12 (Chinasat 12, SupremeSat-1, Apstar 7B, ZX-12)",China,China Satellite Communication Corp. (China Satcom),Communications,GEO,2012-11-27,10.0,5500.0
"Zhongxing 1A (Chinasat 1A, Fenghuo 2)",China,People's Liberation Army (C41),Communications,GEO,2011-09-18,10.0,5200.0
Zhongxing 20A ,China,People's Liberation Army (C41),Communications,GEO,2010-11-24,10.0,2300.0
Zhongxing 22A (Chinastar 22A),China,China Satellite Communication Corp. (China Satcom),Communications,GEO,2006-09-12,10.0,2300.0
Zhongxing 2A (Chinasat 2A),China,People's Liberation Army (C41),Communications,GEO,2012-05-26,10.0,5200.0
"Zhongxing 9 (Chinasat 9, Chinastar 9)",China,China Satellite Communication Corp. (China Satcom),Communications,GEO,2008-06-09,10.0,1200.0
Zijing 1,China,Tsinghua University,Technology Development,LEO,2015-09-19,10.0,1.0
Ziyuan 1-02C,China,China Centre for Resources Satellite Data and Application (CRESDA),Earth Observation,LEO,2011-12-22,10.0,1500.0
Ziyuan 3 (ZY-3),China,China Centre for Resources Satellite Data and Application (CRESDA),Earth Observation,LEO,2012-01-09,4.0,2650.0
Ziyuan 3-2,China,China Centre for Resources Satellite Data and Application (CRESDA),Earth Observation,LEO,2016-05-29,4.0,2630.0
